title,url,rate
你微笑时很美,https://movie.douban.com/subject/30148173/,2.9
你好，火焰蓝,https://movie.douban.com/subject/35231076/,
箱庭的旅鼠,https://movie.douban.com/subject/35497492/,7.2
苦甜之恋,https://movie.douban.com/subject/35382479/,8.3
特利迦奥特曼,https://movie.douban.com/subject/35326293/,7.1
觉醒年代,https://movie.douban.com/subject/30228394/,9.3
千古玦尘,https://movie.douban.com/subject/26811532/,5.1
变成你的那一天,https://movie.douban.com/subject/35231321/,7.7
机智医生生活 第二季,https://movie.douban.com/subject/35049544/,9.6
洛基 第一季,https://movie.douban.com/subject/30331432/,9.1
时光代理人,https://movie.douban.com/subject/35263440/,8.3
女子警察的逆袭,https://movie.douban.com/subject/35447242/,8.8
叛逆者,https://movie.douban.com/subject/34949767/,8.3
刑侦日记,https://movie.douban.com/subject/35073682/,8.0
致命女人 第二季,https://movie.douban.com/subject/34859070/,8.3
瑞克和莫蒂 第五季,https://movie.douban.com/subject/34908206/,9.8
不说再见,https://movie.douban.com/subject/30284901/,
奇巧计程车,https://movie.douban.com/subject/35332568/,9.5
御赐小仵作,https://movie.douban.com/subject/32581207/,8.1
拜托了冰箱 轰趴季,https://movie.douban.com/subject/35236751/,3.1
眷思量,https://movie.douban.com/subject/33717831/,8.6
机智医生生活,https://movie.douban.com/subject/33464863/,9.5
大决战,https://movie.douban.com/subject/35268507/,
无法抗拒的他,https://movie.douban.com/subject/35211575/,7.9
心动的信号 第四季,https://movie.douban.com/subject/35236752/,5.7
心惊胆战的同居,https://movie.douban.com/subject/35131294/,7.9
傲骨之战 第五季,https://movie.douban.com/subject/35069434/,9.4
东城梦魇,https://movie.douban.com/subject/30441731/,8.9
山河令,https://movie.douban.com/subject/34923491/,8.6
画江湖之不良人4,https://movie.douban.com/subject/34896010/,9.1
我们的新时代,https://movie.douban.com/subject/35126672/,
小林家的龙女仆 第二季,https://movie.douban.com/subject/30459061/,9.2
克拉克森的农场 第一季,https://movie.douban.com/subject/34839005/,9.6
喵，请许愿,https://movie.douban.com/subject/35089902/,
换乘恋爱,https://movie.douban.com/subject/35510204/,8.5
我的青铜时代,https://movie.douban.com/subject/35482272/,8.8
春季露营,https://movie.douban.com/subject/35424801/,9.6
生化危机：无尽黑暗,https://movie.douban.com/subject/35211362/,5.0
第三布局 尘沙惑,https://movie.douban.com/subject/35161094/,8.4
顶楼 第三季,https://movie.douban.com/subject/35306372/,6.9
短剧开始啦,https://movie.douban.com/subject/35358556/,9.2
向往的生活 第五季,https://movie.douban.com/subject/35404034/,6.8
长歌行,https://movie.douban.com/subject/26926445/,6.0
Move to Heaven：我是遗物整理师,https://movie.douban.com/subject/34929977/,9.1
爱上特种兵,https://movie.douban.com/subject/34908097/,4.4
请回答1988,https://movie.douban.com/subject/26302614/,9.7
恶魔法官,https://movie.douban.com/subject/35131291/,8.3
月光变奏曲,https://movie.douban.com/subject/35058573/,7.0
窥探,https://movie.douban.com/subject/35027568/,8.6
山海情,https://movie.douban.com/subject/35033654/,9.3
紧急审讯室4,https://movie.douban.com/subject/35457539/,9.0
致不灭的你,https://movie.douban.com/subject/34941837/,9.1
火神的眼泪,https://movie.douban.com/subject/34927980/,9.0
全裸导演 第二季,https://movie.douban.com/subject/34796281/,7.7
怪兽上班,https://movie.douban.com/subject/33402386/,
某天，灭亡从我家玄关进来了,https://movie.douban.com/subject/35087745/,7.4
明星大侦探之名侦探学院 第四季,https://movie.douban.com/subject/35400235/,9.3
萌探探探案,https://movie.douban.com/subject/35231928/,5.2
陈情令,https://movie.douban.com/subject/27195020/,7.7
大豆田永久子与三名前夫,https://movie.douban.com/subject/35365608/,8.8
无罪之最,https://movie.douban.com/subject/34926405/,8.5
沉默的真相,https://movie.douban.com/subject/33447642/,9.1
谎言真探,https://movie.douban.com/subject/30358150/,6.6
白砂的Aquatope,https://movie.douban.com/subject/35328814/,8.4
性/生活,https://movie.douban.com/subject/34801172/,5.9
罗小黑战记,https://movie.douban.com/subject/10477598/,9.6
完美星球,https://movie.douban.com/subject/33387354/,9.7
理想照耀中国,https://movie.douban.com/subject/35209733/,8.2
她很漂亮,https://movie.douban.com/subject/35467021/,7.2
后翼弃兵,https://movie.douban.com/subject/32579283/,9.0
无人生还,https://movie.douban.com/subject/25839052/,8.3
宋旻浩的实验室,https://movie.douban.com/subject/35497893/,9.5
旺达幻视,https://movie.douban.com/subject/30331433/,9.0
密室大逃脱 第三季,https://movie.douban.com/subject/35408519/,7.1
怦然心动20岁,https://movie.douban.com/subject/35411560/,7.6
绯闻女孩,https://movie.douban.com/subject/34608222/,4.1
9号秘事 第六季,https://movie.douban.com/subject/34988709/,9.1
机智牢房生活,https://movie.douban.com/subject/27081753/,9.4
终极笔记,https://movie.douban.com/subject/34794707/,8.3
大宋少年志,https://movie.douban.com/subject/30170894/,8.0
非自然死亡,https://movie.douban.com/subject/27140017/,9.4
密室大逃脱大神版 第三季,https://movie.douban.com/subject/35461568/,8.2
后宫·甄嬛传,https://movie.douban.com/subject/4922787/,9.2
风犬少年的天空,https://movie.douban.com/subject/30413128/,8.1
阴晴不定大哥哥,https://movie.douban.com/subject/34880365/,7.6
琅琊榜,https://movie.douban.com/subject/25754848/,9.4
斗罗大陆,https://movie.douban.com/subject/30313969/,6.4
孤独的美食家 第九季,https://movie.douban.com/subject/35488810/,
咒术回战,https://movie.douban.com/subject/34895145/,8.7
海上繁花,https://movie.douban.com/subject/26765221/,
转生成为了只有乙女游戏破灭Flag的邪恶大小姐 第二季,https://movie.douban.com/subject/35128791/,8.1
潜伏,https://movie.douban.com/subject/3314870/,9.4
禁忌女孩,https://movie.douban.com/subject/30327894/,8.4
非正式会谈 第6.5季,https://movie.douban.com/subject/35445014/,8.3
我的恐怖妻子,https://movie.douban.com/subject/26741568/,9.1
棋魂,https://movie.douban.com/subject/27068009/,8.7
46天婚礼大作战,https://movie.douban.com/subject/35212176/,8.1
白色巨塔,https://movie.douban.com/subject/2150220/,9.6
远看是蔚蓝的春天,https://movie.douban.com/subject/26954774/,7.8
想见你,https://movie.douban.com/subject/30468961/,9.2
以你的心诠释我的爱,https://movie.douban.com/subject/34979008/,9.3
你是我的春天,https://movie.douban.com/subject/35205065/,7.8
隐秘的角落,https://movie.douban.com/subject/33404425/,8.9
好兆头 第一季,https://movie.douban.com/subject/26846856/,8.7
大明王朝1566,https://movie.douban.com/subject/2210001/,9.7
你是我的城池营垒,https://movie.douban.com/subject/30483667/,7.5
琉璃,https://movie.douban.com/subject/30358061/,7.5
你好，旧时光,https://movie.douban.com/subject/26581830/,8.6
爱，死亡和机器人 第二季,https://movie.douban.com/subject/34418203/,6.8
奔跑吧 第五季,https://movie.douban.com/subject/35209582/,5.3
另一半的我和你,https://movie.douban.com/subject/35480814/,8.2
衡山医院,https://movie.douban.com/subject/30371534/,
孤单又灿烂的神：鬼怪,https://movie.douban.com/subject/26761935/,8.8
父母爱情,https://movie.douban.com/subject/19965220/,9.5
#家族募集,https://movie.douban.com/subject/35467570/,8.7
知否知否应是绿肥红瘦,https://movie.douban.com/subject/26928226/,7.8
司藤,https://movie.douban.com/subject/27605542/,7.2
死神少爷与黑女仆,https://movie.douban.com/subject/35351825/,7.7
如此可爱的我们,https://movie.douban.com/subject/34801099/,8.2
香蜜沉沉烬如霜,https://movie.douban.com/subject/26920281/,7.7
人生第一次,https://movie.douban.com/subject/34945795/,9.2
陪你到世界终结,https://movie.douban.com/subject/27143236/,
至上之法,https://movie.douban.com/subject/35131287/,8.8
信号,https://movie.douban.com/subject/26310143/,9.2
红楼梦,https://movie.douban.com/subject/1864810/,9.7
庆余年 第一季,https://movie.douban.com/subject/25853071/,8.0
俗女养成记,https://movie.douban.com/subject/34785763/,9.1
我们与恶的距离,https://movie.douban.com/subject/30181230/,9.4
烈火军校,https://movie.douban.com/subject/30157168/,6.6
风味原产地·贵阳,https://movie.douban.com/subject/35499064/,8.6
老友记 第十季,https://movie.douban.com/subject/3286552/,9.8
破产姐妹 第六季,https://movie.douban.com/subject/26758799/,8.5
两不疑,https://movie.douban.com/subject/34925295/,7.5
海贼王,https://movie.douban.com/subject/1453238/,9.5
浴血黑帮 第五季,https://movie.douban.com/subject/26803472/,9.3
龙樱2,https://movie.douban.com/subject/34906700/,8.2
五十公里桃花坞,https://movie.douban.com/subject/35236744/,6.1
365：逆转命运的1年,https://movie.douban.com/subject/34902595/,9.0
白夜追凶,https://movie.douban.com/subject/26883064/,9.0
顶楼 第一季,https://movie.douban.com/subject/34937895/,6.7
恰好是少年,https://movie.douban.com/subject/35236745/,8.2
穿越火线,https://movie.douban.com/subject/30399268/,8.0
非典型少年 第四季,https://movie.douban.com/subject/34973325/,8.9
最好的我们,https://movie.douban.com/subject/26602244/,8.9
元龙 第二季,https://movie.douban.com/subject/35354642/,
万物生灵 第一季,https://movie.douban.com/subject/34446269/,9.3
武林外传,https://movie.douban.com/subject/3882715/,9.6
从前有座灵剑山,https://movie.douban.com/subject/26877434/,7.0
五月的青春,https://movie.douban.com/subject/35296160/,8.6
以你的心诠释我的爱 第二季,https://movie.douban.com/subject/35259422/,4.6
机智的恋爱生活,https://movie.douban.com/subject/35020499/,6.2
期盼已久的大海,https://movie.douban.com/subject/35474601/,7.8
四重奏,https://movie.douban.com/subject/26895171/,9.1
贺先生的恋恋不忘,https://movie.douban.com/subject/35161175/,
良医 第四季,https://movie.douban.com/subject/34965846/,7.6
超感猎杀 第二季,https://movie.douban.com/subject/26588239/,9.2
超级乐队2,https://movie.douban.com/subject/35343803/,8.3
全裸导演 第一季,https://movie.douban.com/subject/30360724/,7.9
锵锵行天下 第二季,https://movie.douban.com/subject/35356724/,9.4
摩天大楼,https://movie.douban.com/subject/33393274/,8.0
大宅门,https://movie.douban.com/subject/2181930/,9.4
东宫,https://movie.douban.com/subject/25823280/,7.7
鹿角男孩,https://movie.douban.com/subject/35448534/,8.1
神探夏洛克 第四季,https://movie.douban.com/subject/25750923/,8.6
彷徨之刃,https://movie.douban.com/subject/35335940/,8.2
招摇,https://movie.douban.com/subject/27075195/,6.0
从结婚开始恋爱,https://movie.douban.com/subject/34908089/,6.1
月光下的异世界之旅,https://movie.douban.com/subject/35229621/,7.0
士兵突击,https://movie.douban.com/subject/2154096/,9.4
窥探：捕食者,https://movie.douban.com/subject/35448891/,9.0
奔向爱情,https://movie.douban.com/subject/35014458/,8.5
仙剑奇侠传三,https://movie.douban.com/subject/3227335/,8.7
当你沉睡时,https://movie.douban.com/subject/26887064/,8.3
大叔的爱,https://movie.douban.com/subject/35354612/,7.5
花好月又圆,https://movie.douban.com/subject/34963350/,3.9
W-两个世界,https://movie.douban.com/subject/26727298/,8.0
如懿传,https://movie.douban.com/subject/25812730/,7.5
瓦尼塔斯的笔记,https://movie.douban.com/subject/35410203/,7.8
延禧攻略,https://movie.douban.com/subject/26999852/,7.2
戈德曼家族 第一季,https://movie.douban.com/subject/26647103/,8.6
鬼灭之刃,https://movie.douban.com/subject/30210221/,9.1
机智的露营生活,https://movie.douban.com/subject/35382366/,9.4
我的,https://movie.douban.com/subject/35312365/,7.4
如蝶翩翩,https://movie.douban.com/subject/35033657/,9.4
闪闪发光的你,https://movie.douban.com/subject/35422766/,6.8
我们的重制人生,https://movie.douban.com/subject/34935191/,7.9
骊歌行,https://movie.douban.com/subject/30400625/,5.2
医生们,https://movie.douban.com/subject/26700713/,7.2
逃避虽可耻但有用,https://movie.douban.com/subject/26816519/,8.4
新世纪福音战士,https://movie.douban.com/subject/1457573/,9.4
甜蜜家园,https://movie.douban.com/subject/34858078/,7.8
TOKYO MER～移动的急救室～,https://movie.douban.com/subject/35459108/,7.6
锦衣之下,https://movie.douban.com/subject/27107123/,7.6
半泽直树,https://movie.douban.com/subject/24697949/,9.2
蓝色大海的传说,https://movie.douban.com/subject/26806061/,7.6
青春王室,https://movie.douban.com/subject/35466957/,8.4
灵笼,https://movie.douban.com/subject/27121260/,8.3
双世宠妃Ⅲ,https://movie.douban.com/subject/30373779/,5.7
天官赐福,https://movie.douban.com/subject/34908091/,8.2
做家务的男人 第三季,https://movie.douban.com/subject/35232106/,
我们的法兰西岁月,https://movie.douban.com/subject/6018955/,9.3
有翡,https://movie.douban.com/subject/27069428/,5.7
仙剑奇侠传,https://movie.douban.com/subject/2210031/,9.0
伪装者,https://movie.douban.com/subject/25994712/,8.6
模范出租车,https://movie.douban.com/subject/35231436/,8.1
秘密森林,https://movie.douban.com/subject/26934346/,9.3
黑镜 第五季,https://movie.douban.com/subject/30161936/,6.8
恶之花,https://movie.douban.com/subject/34948080/,8.7
性爱自修室 第二季,https://movie.douban.com/subject/30438115/,9.1
薇薇 -萤石眼之歌-,https://movie.douban.com/subject/35332489/,8.7
以家人之名,https://movie.douban.com/subject/34463476/,6.9
隐秘而伟大,https://movie.douban.com/subject/27663998/,8.1
禁忌女孩2,https://movie.douban.com/subject/35192206/,8.4
少年游之一寸相思,https://movie.douban.com/subject/30426829/,8.0
新边城浪子,https://movie.douban.com/subject/26378692/,7.0
机甲拳击 第二季,https://movie.douban.com/subject/34893332/,9.4
真探 第三季,https://movie.douban.com/subject/27006232/,8.1
去他*的世界 第二季,https://movie.douban.com/subject/27625457/,9.2
小林家的龙女仆,https://movie.douban.com/subject/26899726/,8.8
明星大侦探之名侦探学院 第三季,https://movie.douban.com/subject/35240870/,8.9
风声,https://movie.douban.com/subject/27068534/,8.0
绝命毒师  第五季,https://movie.douban.com/subject/6952149/,9.6
我的团长我的团,https://movie.douban.com/subject/2997325/,9.5
正常人,https://movie.douban.com/subject/33477335/,8.6
秘密森林2,https://movie.douban.com/subject/34815544/,9.2
赘婿,https://movie.douban.com/subject/27148168/,6.4
星际牛仔,https://movie.douban.com/subject/1424406/,9.7
一把青,https://movie.douban.com/subject/26461145/,9.3
人民的名义,https://movie.douban.com/subject/26727273/,8.3
胜者即是正义,https://movie.douban.com/subject/10491666/,9.4
走向共和,https://movie.douban.com/subject/1441794/,9.7
龙岭迷窟,https://movie.douban.com/subject/30488569/,8.2
传闻中的陈芊芊,https://movie.douban.com/subject/34463197/,7.4
天道,https://movie.douban.com/subject/2347485/,9.2
放学别走,https://movie.douban.com/subject/34771989/,7.6
不死法医,https://movie.douban.com/subject/25884488/,8.6
白马公主 第一季,https://movie.douban.com/subject/35475412/,9.1
搞笑一家人,https://movie.douban.com/subject/2360882/,9.6
三国演义,https://movie.douban.com/subject/1830528/,9.5
十三邀 第五季,https://movie.douban.com/subject/35173861/,9.1
继承者们,https://movie.douban.com/subject/23775560/,7.0
匹诺曹,https://movie.douban.com/subject/25928794/,8.3
猎鹰与冬兵,https://movie.douban.com/subject/30367642/,7.5
西部世界 第三季,https://movie.douban.com/subject/30206389/,8.2
亮剑,https://movie.douban.com/subject/2254648/,9.4
但是还有书籍,https://movie.douban.com/subject/33418361/,9.1
王冠 第四季,https://movie.douban.com/subject/27182503/,9.2
机动搜查队404,https://movie.douban.com/subject/34969016/,8.9
战长沙,https://movie.douban.com/subject/20258941/,9.1
浪漫的体质,https://movie.douban.com/subject/30464551/,9.2
长安十二时辰,https://movie.douban.com/subject/26849758/,8.2
我和我们在一起,https://movie.douban.com/subject/34947773/,
灌篮高手,https://movie.douban.com/subject/1998799/,9.7
侦探已经死了。,https://movie.douban.com/subject/35495693/,6.8
堀与宫村,https://movie.douban.com/subject/35205803/,8.9
女巫,https://movie.douban.com/subject/35205002/,9.1
名侦探柯南,https://movie.douban.com/subject/1463371/,9.2
我的天才女友 第二季,https://movie.douban.com/subject/30395843/,9.5
河西走廊,https://movie.douban.com/subject/24736278/,9.7
三十而已,https://movie.douban.com/subject/26608230/,6.7
傲骨贤妻 第七季,https://movie.douban.com/subject/26387804/,9.2
乌鸦小姐与蜥蜴先生,https://movie.douban.com/subject/35005204/,5.9
无证之罪,https://movie.douban.com/subject/26930540/,8.1
银魂,https://movie.douban.com/subject/2057171/,9.6
龙樱,https://movie.douban.com/subject/1915312/,8.8
大浪淘沙,https://movie.douban.com/subject/35191223/,8.5
越狱 第五季,https://movie.douban.com/subject/26416957/,8.2
斗罗大陆1,https://movie.douban.com/subject/27040807/,7.5
若是一个人,https://movie.douban.com/subject/34852346/,8.4
爱的迫降,https://movie.douban.com/subject/33425578/,8.3
我的大叔,https://movie.douban.com/subject/27602137/,9.4
梅尔罗斯,https://movie.douban.com/subject/26985973/,9.0
大力女子都奉顺,https://movie.douban.com/subject/26815054/,8.0
举重妖精金福珠,https://movie.douban.com/subject/26836808/,8.6
薄荷之夏,https://movie.douban.com/subject/35160899/,
亿万 第五季,https://movie.douban.com/subject/33440173/,9.2
重启之极海听雷 第一季,https://movie.douban.com/subject/27180943/,7.1
我的事说来话长,https://movie.douban.com/subject/34670642/,9.1
猎狼者,https://movie.douban.com/subject/35133009/,7.5
终末的女武神,https://movie.douban.com/subject/35296030/,5.8
亲爱的，热爱的,https://movie.douban.com/subject/26794191/,6.6
伍六七之玄武国篇,https://movie.douban.com/subject/35161255/,9.1
3年A班：从现在起，大家都是人质,https://movie.douban.com/subject/30377729/,8.6
钢之炼金术师FA,https://movie.douban.com/subject/3430169/,9.6
紧急呼救 第四季,https://movie.douban.com/subject/35031401/,9.2
Voice4,https://movie.douban.com/subject/35208381/,7.5
暗黑 第三季,https://movie.douban.com/subject/34442364/,9.3
文森佐,https://movie.douban.com/subject/35131278/,7.7
半泽直树2,https://movie.douban.com/subject/25806638/,9.4
光荣与梦想,https://movie.douban.com/subject/35041927/,
顶楼 第二季,https://movie.douban.com/subject/35306371/,7.5
我的ID是江南美人,https://movie.douban.com/subject/30232208/,7.5
毒枭 第三季,https://movie.douban.com/subject/26869684/,9.4
天盛长歌,https://movie.douban.com/subject/26761328/,8.1
凪的新生活,https://movie.douban.com/subject/33418567/,8.8
疑犯追踪 第五季,https://movie.douban.com/subject/26387813/,9.4
小谢尔顿 第四季,https://movie.douban.com/subject/30467486/,9.4
我的杀意恋爱了,https://movie.douban.com/subject/35456401/,5.2
声梦传奇,https://movie.douban.com/subject/35372522/,8.7
听见你的声音,https://movie.douban.com/subject/24702659/,8.7
